microsoft/Phi-3.5-mini-instruct,70.08
jpacifico/Chocolatine-3B-Instruct-DPO-Revised,77.95
ibm-granite/granite-3.0-2b-instruct,53.54
meta-llama/Llama-3.2-3B-Instruct,79.13
Qwen/Qwen2.5-7B-Instruct,75.59
MaziyarPanahi/calme-3.1-instruct-3b,96.85
nvidia/Nemotron-Mini-4B-Instruct,96.06
