microsoft/Phi-3.5-mini-instruct,85.04
jpacifico/Chocolatine-3B-Instruct-DPO-Revised,77.17
ibm-granite/granite-3.0-2b-instruct,78.35
meta-llama/Llama-3.2-3B-Instruct,42.91
Qwen/Qwen2.5-7B-Instruct,83.86
MaziyarPanahi/calme-3.1-instruct-3b,79.13
nvidia/Nemotron-Mini-4B-Instruct,84.65
