microsoft/Phi-3.5-mini-instruct,100.00
jpacifico/Chocolatine-3B-Instruct-DPO-Revised,84.25
ibm-granite/granite-3.0-2b-instruct,90.94
meta-llama/Llama-3.2-3B-Instruct,97.24
Qwen/Qwen2.5-7B-Instruct,100.00
MaziyarPanahi/calme-3.1-instruct-3b,100.00
nvidia/Nemotron-Mini-4B-Instruct,97.24
